title,date,publisher,venue,authors,abstract,요약
Strength and Biomechanical Contributions to Vertical Ground Reaction Forces in a Single Limb Landing Task,2017-05-01,Ovid Technologies (Wolters Kluwer Health),Medicine &amp; Science in Sports &amp; Exercise,"Alexa K. Johnson, Joshua D. Winters, Kathleen M. Poploski, Nicholas R. Heebner, Scott M. Lephart, John P. Abt","Reducing dynamic joint loading is a key strategy included in injury prevention landing mechanics programs. Previous research has noted the importance of increased knee flexion to reduce vertical ground reaction forces (vGRF), and the relationship between strength asymmetry and asymmetrical landing mechanics following injury. PURPOSE: To determine if and how landing kinematics at the hip, knee, and ankle, as well as quadriceps strength contribute to vGRF in a single limb landing task. METHODS: Thirty-four physically active males (Age: 27.6 ± 4.6yrs; Height: 177.74 ± 7.15cm; Mass: 84.31 ± 11.83kgs) completed a single limb drop landing off a 45.7 cm box onto a force plate. A 3D motion system was used to collect dominant (DOM) and non-dominant (NON) hip flexion at initial contact, peak knee flexion (PKF), knee flexion at initial contact (KFIC), peak ankle flexion, ankle flexion at initial contact and, peak vGRF. DOM and NON quadriceps strength (IKQS) was collected using an isokinetic dynamometer at 60°/s. Simple linear regression models were run for each limb to detect independent contributions to vGRF. Backward stepwise multiple linear regression was used to determine the best model to predict vGRF. RESULTS: KFIC independently accounted for 11.8% (p= 0.047) of the variance in DOM vGRF. No DOM limb multiple linear regression model was significant. KFIC and PKF independently accounted for 15.7% (p=0.021) and 16.5% (p=0.017) of the variance in NON vGRF, respectively. KFIC and IKQS as a multiple linear regression model accounted for 18.9% (p=0.043) of variance in NON vGRF. CONCLUSION: KFIC, on DOM and NON limbs, is the best sagittal plane kinematic predictor of vGRF, in a single limb drop landing task in physically active males. Despite IKQS not being an independent significant predictor on either limb, it improved KFIC prediction of vGRF on the NON limb. This study highlights how active males use sagittal plane knee motion and quadriceps strength to influence vGRF in a single leg landing task, as research has shown women are more likely to use hip and knee kinematic strategies. Active individuals with weak quadriceps and a stiffened knee at initial contact are likely at risk for injuries associated with increased impacts during single limb landings.","This paper investigates the relationships between landing kinematics at the hip, knee, and ankle, as well as quadriceps strength, in contributing to vertical ground reaction forces (vGRF) during a single limb landing task. It finds that knee flexion at initial contact and peak knee flexion are significant predictors of vGRF, emphasizing their role in injury prevention strategies for active males."
Effect of Fatigue on Landing Biomechanics in Soccer Players with an Anterior Cruciate Ligament Reconstruction,2017-05-01,Ovid Technologies (Wolters Kluwer Health),Medicine &amp; Science in Sports &amp; Exercise,"Ahmad Alanazi, Katy Mitchell, Toni Roddey, Alexis Ortiz","Fatigue has been shown to influence landing biomechanics in individuals with an anterior cruciate ligament reconstruction (ACLR). However, no study has evaluated the effect of fatigue on landing biomechanics during a soccer-specific landing task in soccer players with an ACLR. PURPOSE: To evaluate the effect of fatigue on landing biomechanics during an unplanned landing task in soccer players following ACLR compared with healthy non-injured soccer players. METHODS: Eighteen soccer players with an ACLR (age, 26.11 ± 3.95 years; height, 1.70 ± 0.09 m; weight, 68.15 ± 9.64 kg, BMI, 23.52 ± 2.69 kg/m2, time since surgery, 5 ± 3.30 years) and 18 healthy non-injured soccer players (age, 25.83 ± 3.51 years; height, 1.66 ± 0.05 m; weight, 66.88 ± 10.37 kg, BMI, 24.09 ± 3.73 kg/m2) participated in the study. Subjects were assessed during an unplanned landing task before and after completing a Wingate fatigue protocol. The landing task included jumping forward to head a soccer ball and landing on the force plates. An accumulation of 4mmol of lactate was indicative of fatigue. The outcome measures were peak flexion angles and extension moments of the hip, knee and ankle joints, peak pressure and electromyography activity of gluteus maximus, quadriceps, hamstrings and gastrocnemius muscles. A 2×2 ANOVA (fatigue×group) was performed for each outcome measure. RESULTS: There were no significant fatigue×group interactions for any of the outcome measures. There were significant main effects of fatigue (as compared to the non-fatigued landing) regardless of group. The fatigued landing showed greater hip flexion (F1,34 = 7.24, p = 0.01), greater knee flexion (F1,34 = 12.16, p = 0.001), and greater ankle dorsiflexion (F1,34 = 10.97, p = 0.002). Also, the fatigued landing demonstrated significantly greater hip extension moments (F1,34 = 7.71, p = 0.009), greater knee extension moments (F1,34 = 7.04, p = 0.012), greater ankle plantarflexion moments (F1,34 = 10.38, p = 0.003), and decreased quadriceps activity (F1,34 = 8.18, p = 0.007). CONCLUSION: Fatigue caused changes in landing biomechanics; however, these changes were not significantly different when the groups were compared. These results indicate that having an ACLR (at least 1 year post-surgery) does not appear to lead to sustained changes in landing biomechanics induced by fatigue.","The paper investigates the impact of fatigue on landing biomechanics during a soccer-specific task in players with anterior cruciate ligament reconstruction (ACLR) compared to healthy players. It finds that while fatigue affects landing biomechanics by increasing flexion angles and extension moments at the hip, knee, and ankle, the differences between the ACLR and healthy groups were not statistically significant."
Visual Memory Influences the Effect of Soccer Ball Handling on Knee Valgus Angle while Cutting,2017-05-01,Ovid Technologies (Wolters Kluwer Health),Medicine &amp; Science in Sports &amp; Exercise,"Scott M. Monfort, Jared J. Pradarelli, Dustin R. Grooms, James A. Oñate, Ajit M.W. Chaudhari","BACKGROUND: Sports injuries remain a major concern for athletes despite ongoing efforts to improve screening and prevention methods. Recent research suggests that neurocognition may play a role in the neuromuscular control associated with injuries such as anterior cruciate ligament tears. Additionally, sport-specific tasks, such as dribbling a soccer ball, are integral to playing sports, but may also influence lower extremity mechanics. The relationship between neurocognitive ability and biomechanics during a sport specific cutting task has yet to be investigated. PURPOSE: To determine the relationship between neurocognition and the effect of soccer ball handling on lower extremity mechanics during a side-step task. METHODS: Fifteen healthy male collegiate soccer players (20.8 ± 2.0 yr; 1.77 ± 0.07 m; 77.0 ± 8.6 kg) participated in the study. Participants performed anticipated 45° run-to-cut trials while dribbling a soccer ball (BH) and without dribbling (NB) while 3D kinematics and kinetics were recorded. Approach speeds of NB trials were matched to those of BH trials. Peak knee valgus angle (pKValA) and moment for the plant leg were calculated. Participants also completed the ImPACT® neurocognitive assessment to evaluate visual and verbal memory, reaction time, and visual motor speed. Composite scores from the neurocognitive assessment were entered as candidate linear regression predictors for the change scores in lower extremity biomechanical parameters (i.e., BH – NB). Promising models with respect to adjusted-R2 and Mallow’s Cp were further evaluated for significance (α=0.05) through linear regression analysis. RESULTS: A one unit decrease in the visual memory composite score (i.e., worse visual attention, scanning, and/or visual learning) was associated with an increase in pKValA of 0.25° ± 0.07° during the BH task compared to the NB task (R2 = 45.8%, p = 0.006). CONCLUSION: The detrimental effect of soccer ball handling during a side-step cut movement on knee valgus was found to be influenced by athletes’ visual memory ability. These results may suggest that athletes with a diminished capacity for visual memory may be less able to maintain optimal biomechanics while accommodating the demands of sport-specific tasks that require visual attention.","This paper investigates the relationship between neurocognitive ability, specifically visual memory, and lower extremity mechanics during a soccer-specific cutting task. The findings reveal that impaired visual memory is linked to an increased knee valgus angle while handling a soccer ball, suggesting that cognitive factors can influence biomechanical performance during sports tasks."
Effect of Previous Injury on Functional Movement Screening Outcomes,2017-05-01,Ovid Technologies (Wolters Kluwer Health),Medicine &amp; Science in Sports &amp; Exercise,"Joshua Hoffman, Michael Krill, Toren Moore, James Borchers, Timothy Hewett","To improve player safety, medical professionals use questionnaires, pre-participation physicals, screening tests, biomechanical analyses, and strength testing to describe characteristics of high risk athletes. The seven-test Functional Movement Screening (FMS) is widely used in current practice, and research efforts have demonstrated the efficacy of the FMS to predict future injury. However, the effect of previous injury on FMS scores has not been defined. Because previous injury is a significant predictor of subsequent injury, an understanding of the effects of previous injury on total FMS score is critical to assess the efficacy of the screening tool to predict future injury. PURPOSE: Determine the efficacy of the FMS evaluation to assess prior musculoskeletal injury. METHODS: From 2012-2015, 58 incoming football athletes completed the FMS and a medical history questionnaire. Trained sports medicine researchers performed the screens and distributed questionnaires. Descriptive statistics were calculated to assess the effectiveness of total FMS results to predict previous injury. The previously established ≤ 14 score cut-off was utilized to establish the two groups’ at-risk levels. The established cut-off was reported to indicate football players at-risk for serious injury defined as out of physical participation for > 2 weeks. RESULTS: 46 athletes reported a prior musculoskeletal injury compared to 12 that denied prior injury. The group of 46 athletes was equally split on FMS scores with 23 athletes that recorded a score of ≤ 14 and 23 athletes that recorded a score > 14. The group that denied previous injury (N=12) was also evenly split with 6 athletes that recorded of score of ≤ 14 and 6 with a score > 14. The FMS with a cut-off score of 14 recorded a sensitivity and specificity of 0.500. The positive predictive value was 0.793 with a negative predictive value of 0.207. CONCLUSIONS: Prior history of musculoskeletal injury as reported on the incoming medical questionnaire did not affect total score on the FMS with specificity or sensitivity. Future studies should evaluate the effects of previous injury on other clinical screening tools. In addition, better screening tools could be developed that assess the incidence of previous injury and risk of future injury.","This paper investigates the influence of previous musculoskeletal injuries on the outcomes of the Functional Movement Screening (FMS) among incoming football players. The study reveals that prior injuries did not significantly affect FMS scores, indicating a need for further research to explore the relationship between previous injuries and other assessment tools for predicting future injury risks."
Changes in Isokinetic Muscle Strength in Adolescent Soccer Players after 10 Weeks of Pre-Season Training,2017-04-28,Bentham Science Publishers Ltd.,The Open Sports Sciences Journal,"Michal Lehnert, Petr Stastny, James J. Tufano, Pavel Stolfa","Background: During soccer-specific movements, the strength of knee extensors and flexors is of great importance and achieving certain strength ratios between the two has been identified as an important parameter for reducing the risk of soft tissue injuries around the knee. Objective: The aim of the study was to evaluate changes in isokinetic strength of the knee flexors and extensors and their strength ratios in elite adolescent soccer players. Methods: Before and after 10 weeks of standard pre-season soccer training with progressive eccentric hamstring exercises, the players (n=18; age 17.1±0.4 years) participated in isokinetic testing to assess concentric and eccentric peak torque at 60°·s -1 . Results: After 10 weeks of training, the peak eccentric torque of the non-dominant quadriceps increased (p=0.018; ω=0.24). Additionally, the average eccentric work increased in the dominant hamstrings (p=0.007; ω=0.23), dominant quadriceps (p=0.02; ω=0.31), non-dominant hamstrings (p=0.003; ω=0.25 and non-dominant quadriceps (p=0.01; ω=0.37). Lastly, the isokinetic functional ratio (eccentric hamstrings-to-concentric quadriceps) increased in favor of eccentric hamstring strength in the non-dominant limb (p=0.04; ω=0.31). Conclusion: The results of the study indicate that pre-season training induced suboptimal changes in the isokinetic strength of the knee flexors and extensors in elite adolescent soccer players. However, the lack of injuries combined with an apparent lack of preparedness explained by slow velocity isokinetic testing indicates that future research should investigate other forms of strength testing to determine soccer-specific preparedness such as isokinetic dynamometry at higher speeds ( i.e. 180°.s -1 or 240°.s -1 ) and traditional weight-room testing such as 1RM tests.","The paper evaluates the impact of a 10-week pre-season training program on isokinetic strength in the knee flexors and extensors of elite adolescent soccer players. It finds that while significant improvements in muscle strength ratios were observed, the results suggest that current training methods may not adequately prepare players for soccer-specific demands, highlighting the need for further research into alternative strength testing approaches."
The Effects of Specialization and Sex on Anterior Y-Balance Performance in High School Athletes,2017-04-27,SAGE Publications,Sports Health: A Multidisciplinary Approach,"Madeline M. Miller, Jessica L. Trapp, Eric G. Post, Stephanie M. Trigsted, Timothy A. McGuine, M. Alison Brooks, David R. Bell","Sport specialization and movement asymmetry have been separately discussed as potential risk factors for lower extremity injury. Early specialization may lead to the development of movement asymmetries that can predispose an athlete to injury, but this has not been thoroughly examined.Athletes rated as specialized would exhibit greater between-limb anterior reach asymmetry and decreased anterior reach distance on the Y-balance test (YBT) as compared with nonspecialized high school athletes, and these differences would not be dependent on sex.Cross-sectional study.Level 3.Two hundred ninety-five athletes (117 male, 178 female; mean age, 15.6 ± 1.2 years) from 2 local high schools participating in basketball, soccer, volleyball, and tennis responded to a questionnaire regarding sport specialization status and performed trials of the YBT during preseason testing. Specialization was categorized according to 3 previously utilized specialization classification methods (single/multisport, 3-point scale, and 6-point scale), and interactions between specialization and sex with Y-balance performance were calculated using 2-way analyses of variance.Single-sport male athletes displayed greater anterior reach asymmetry than other interaction groups. A consistent main effect was observed for sex, with men displaying greater anterior asymmetry and decreased anterior reach distance than women. However, the interaction effects of specialization and sex on anterior Y-balance performance varied based on the classification method used.Single-sport male athletes displayed greater anterior reach asymmetry on the YBT than multisport and female athletes. Specialization classification method is important because the 6- and 3-point scales may not accurately identify balance abnormalities. Male athletes performed worse than female athletes on both of the Y-balance tasks.Clinicians should be aware that single-sport male athletes may display deficits in dynamic balance, potentially increasing their risk of injury.","The paper investigates the impact of sport specialization and sex on anterior Y-balance performance among high school athletes, highlighting the potential risks of early specialization for developing movement asymmetries that could lead to injuries. The findings reveal that male athletes who specialize in a single sport exhibit greater anterior reach asymmetry and lower balance performance compared to multisport and female athletes, emphasizing the importance of specialization classification methods in assessing balance abnormalities."
Postactivation potentiation in elite young soccer players,2017-04-26,Korean Society of Exercise Rehabilitation,Journal of Exercise Rehabilitation,"Adriano Titton, Emerson Franchini","The aim of this study was to investigate the acute effects of 16 different combinations to cause the postactivation potentiation (PAP) in elite young soccer players. Squat exercise in 4 different intensities (40%, 60%, 80%, and 100% one-repetition maximum [1RM]) was performed and its effects were evaluated in the performance of countermovement jump (CMJ), after 4 different recovery times (1, 3, 5, and 10 min). For this purpose, 25 young soccer players, underwent five experimental sessions. At the first session the control to determine 1RM in half-squat was carried out. The following four experimental sessions were comprised of four intensity combinations with four different recovery intervals in order to perform the CMJ test later, randomly determined and with 30-min interval between each combination. The conditions were compared using an analysis of variance with repeated measurements, followed by Bonferroni test, using 5% significance level (P<0.05). The different intensities investigated did not provide significant increases in CMJ height, but significant differences were noted in recovery time, where, at CMJ maximum height, 1-min interval was better than after 3 min (P<0.05), 5, and 10 min (P<0.001). On the average jump performances, 1-min interval resulted in better results (P<0.001) compared to other intervals. The 10-min recovery resulted in poorer performances compared to the other intervals (P<0.001). Our results indicate that regardless the intensity used in the half-squat exercise with elite young soccer players, the 1-min recovery time was more appropriate to promote an increase in vertical jump.","This study investigates the effects of different squat exercise intensities and recovery times on postactivation potentiation (PAP) in elite young soccer players. Key findings indicate that while varying squat intensities did not significantly enhance countermovement jump height, a 1-minute recovery interval resulted in better jump performance compared to longer recovery times."
Effectiveness of Neuromuscular Training Based on the Neuromuscular Risk Profile,2017-04-25,SAGE Publications,The American Journal of Sports Medicine,"Timothy E. Hewett, Kevin R. Ford, Yingying Y. Xu, Jane Khoury, Gregory D. Myer","The effects of targeted neuromuscular training (TNMT) on movement biomechanics associated with the risk of anterior cruciate ligament (ACL) injuries are currently unknown. Purpose/Hypotheses: To determine the effectiveness of TNMT specifically designed to increase trunk control and hip strength. The hypotheses were that (1) TNMT would decrease biomechanical and neuromuscular factors related to an increased ACL injury risk and (2) TNMT would decrease these biomechanical and neuromuscular factors to a greater extent in athletes identified as being at a high risk for future ACL injuries.Controlled laboratory study.Female athletes who participated in jumping, cutting, and pivoting sports underwent 3-dimensional biomechanical testing before the season and after completing TNMT. During testing, athletes performed 3 different types of tasks: (1) drop vertical jump, (2) single-leg drop, and (3) single-leg cross drop. Analysis of covariance was used to examine the treatment effects of TNMT designed to enhance core and hip strength on biomechanical and neuromuscular characteristics. Differences were also evaluated by risk profile. Differences were considered statistically significant at P < .05.TNMT significantly increased hip external rotation moments and moment impulses, increased peak trunk flexion, and decreased peak trunk extension. Athletes with a high risk before the intervention (risk profile III) had a more significant treatment effect of TNMT than low-risk groups (risk profiles I and II).TNMT significantly improved proximal biomechanics, including increased hip external rotation moments and moment impulses, increased peak trunk flexion, and decreased peak trunk extension. TNMT that focuses exclusively on proximal leg and trunk risk factors is not, however, adequate to induce significant changes in frontal-plane knee loading. Biomechanical changes varied across the risk profile groups, with higher risk groups exhibiting greater improvements in their biomechanics.","This paper investigates the effectiveness of Targeted Neuromuscular Training (TNMT) in reducing anterior cruciate ligament (ACL) injury risk by enhancing trunk control and hip strength in female athletes. The study finds that TNMT significantly improves specific biomechanical factors associated with ACL injury risk, particularly in athletes identified as high-risk, though it does not sufficiently alter frontal-plane knee loading."
The evaluation of the role of medial collateral ligament maintaining knee stability by a finite element analysis,2017-04-21,Springer Science and Business Media LLC,Journal of Orthopaedic Surgery and Research,"Dong Ren, Yueju Liu, Xianchao Zhang, Zhaohui Song, Jian Lu, Pengcheng Wang","A three-dimensional finite element model (FEM) of the knee joint was established to analyze the biomechanical functions of the superficial and deep medial collateral ligaments (MCLs) of knee joints and to investigate the treatment of the knee medial collateral ligament injury. The right knee joint of a healthy male volunteer was subjected to CT and MRI scans in the extended position. The scanned data were imported into MIMICS, Geomagic, and ANSYS software to establish a three-dimensional FEM of the human knee joint. The anterior-posterior translation, valgus-varus rotation, and internal-external rotation of knee joints were simulated to observe tibial displacement or valgus angle. In addition, the magnitude and distribution of valgus stress in the superficial and deep layers of the intact MCL as well as the superficial, deep, and overall deficiencies of the MCL were investigated. In the extended position, the superficial medial collateral ligament (SMCL) would withstand maximum stresses of 48.63, 16.08, 17.23, and 16.08 MPa in resisting the valgus of knee joints, tibial forward displacement, internal rotation, and external rotation, respectively. Meanwhile, the maximum stress tolerated by the SMCL in various ranges of motion mainly focused on the femoral end point, which was located at the anterior and posterior parts of the femur in resisting valgus motion and external rotation, respectively. However, the deep medial collateral ligament could tolerate only minimum stress, which was mainly focused at the femoral start and end points. This model can effectively analyze the biomechanical functions of the superficial and deep layers of the MCLs of knee joints. The results show that the knee MCL II° injury is the indication of surgical repair.","This paper presents a three-dimensional finite element model of the knee joint to analyze the biomechanical functions of the superficial and deep medial collateral ligaments (MCLs) in maintaining knee stability and understanding treatment for MCL injuries. Key findings indicate that the superficial MCL withstands significant stresses during various movements, primarily at the femoral endpoints, while the deep MCL tolerates minimal stress, emphasizing the model's effectiveness in analyzing MCL biomechanics."
Do inter-continental playing styles exist? Using social network analysis to compare goals from the 2016 EURO and COPA football tournaments knock-out stages,2017-04-18,Informa UK Limited,Theoretical Issues in Ergonomics Science,"Scott McLean, Paul M. Salmon, Adam D. Gorman, Mitchell Naughton, Colin Solomon","The current study applied social network analysis (SNA) to the passing networks leading to goals scored by successful teams during the knock-out stages of the 2016 European football championships (EURO) and COPA America football championships (COPA). The aim was to test SNA as a method for analysing the structure of passes leading to goals and to determine whether there were any differences between the passing networks associated with goals scored, by countries of the two different continents. The passes leading to goals during each tournament were represented as networks and analysed using SNA metrics. Additional analysis examined the duration of the networks, and location on the pitch in which the passing network originated and where the goals were scored from. No differences were found for all SNA metrics, network duration, and pitch locations between teams from the 2016 EURO and COPA tournaments. Despite previously reported differences in style between European football and football in the Americas, the findings indicate that the passing networks immediately prior to goals scored by teams from both continents are similar.","This paper explores the use of social network analysis (SNA) to compare the passing networks leading to goals scored in the 2016 EURO and COPA America tournaments. The study finds no significant differences in the structure of these passing networks or their metrics between teams from Europe and South America, suggesting similarities in scoring strategies despite previously reported stylistic differences."
Motor Findings in former National Football League Players (S9.004),2017-04-18,Ovid Technologies (Wolters Kluwer Health),Neurology,"Samuel Frank, Michael Alosco, Johnny Jarnagin, Jesse Mez, Christine Chaisson, Brett Martin, Robert Cantu, Yorghos Tripodis, Robert Stern","Objective: To examine later-life motor functioning in former National Football League (NFL) players. Background: Chronic traumatic encephalopathy (CTE) is associated with prior exposure to repetitive head impacts (RHI) and clinically presents with cognitive, behavior, and mood symptoms. Motor disturbances have historically been prominent in former boxers with autopsy-confirmed CTE, but this has not been the case in recent day neuropathological studies among former NFL players with CTE. Design/Methods: 95 former NFL players (ages 40–69) were compared to 25 same-age male controls were examined using the Movement Disorder Society (MDS) Unified Parkinson’s Disease Rating Scale (MDS-UPDRS), Balance Error Scoring System (BESS), Grooved Pegboard, and cognitive and behavior/mood evaluations. A cumulative head impact index (CHII) estimated RHI exposure. Principal Component Analysis generated clinical function composites. Analysis of Covariance controlling for age and body mass index (BMI) examined group differences on the MDS-UPDRS, BESS, and Grooved Pegboard. Partial correlations (age and BMI adjusted) tested the relationship between the MDS-UPDRS and the CHII and clinical function composite scores. Results: MDS-UPDRS scores were low for both groups, but significantly higher in the former NFL group (mean[SD]=5.26[4.25]) than in controls (mean[SD]=2.40[3.25]), p=0.020. A majority of NFL subjects received normal ratings on individual MDS-UPDRS items; a subset had slightly abnormal ratings. Former NFL players had worse BESS (p=0.032) and dominant (p=0.007) and non-dominant (p=0.001) Grooved Pegboard scores. The CHII and MDS-UPDRS were not associated (p>0.05). Worse MDS-UPDRS scores correlated with worse psychomotor speed/executive function (p=0.006). Conclusions: Former NFL players exhibited statistically significant worse motor function than controls, but their motor test performances were relatively normal and unrelated to RHI exposure. The biomechanics of head trauma in American tackle football may have less impact on motor brain regions compared to boxing. Future macro- and microstructural neuroimaging investigations in former NFL players will test this hypothesis. Study Supported by: This study was supported by grants from the National Institutes of Health (R01 NS 078337; R56 9500304025; 1UL1TR001430). Participant travel was supported, in part, by JetBlue, the National Football League, and the NFL Players Association. Disclosure: Dr. Frank has received research support from the Huntington Study Group, funded by Teva Pharmaceuticals. Dr. Alosco has nothing to disclose. Dr. Jarnagin has nothing to disclose. Dr. Mez has nothing to disclose. Dr. Chaisson has nothing to disclose. Dr. Martin has nothing to disclose. Dr. Cantu has nothing to disclose. Dr. Tripodis has nothing to disclose. Dr. Stern has received personal compensation for activities with Biogen, Avanir Pharmaceuticals, the NCAA, and Eli Lilly. Dr. Stern has received royalty payments from Psychological Assessment Resources, Inc. Dr. Stern has received research support from Avid Radiopharmaceuticals, Amarantus, Eisai, and Eli Lilly.","The paper investigates motor functioning in former NFL players, focusing on the impact of chronic traumatic encephalopathy (CTE) related to repetitive head impacts. It finds that while former NFL players demonstrated statistically significant worse motor function compared to controls, their overall motor test performances were relatively normal and not associated with head impact exposure."
Kinesiology tape mediates soccer-simulated and local peroneal fatigue in soccer players,2017-04-12,Informa UK Limited,Research in Sports Medicine,"Claire Farquharson, Matt Greig","To investigate the efficacy of kinesiology taping in mediating the influence of fatigue on ankle sprain risk, 12 male soccer players completed single-leg dynamic balance trials pre- and post-exercise (soccer-specific protocol, isokinetic ankle inversion/eversion protocol) in each of three counter-balanced taping conditions (no tape, zinc oxide tape ZO, kinesiology tape KT). Balance was quantified as the overall stability index (OSI) and directional stability indices of platform deflection. Soccer-specific fatigue only increased OSI in the no tape condition (p = 0.03), with ZO and KT trials negating a fatigue affect. Localized fatigue increased OSI in the no tape (p = 0.01) and ZO (p = 0.05) trials, with no increase in the KT trial. A similar pattern was observed in medio-lateral and anterio-posterior balance indices. KT mediates soccer-simulated and local peroneal fatigue, with practical implications for epidemiological observations of increased injury risk during the latter stages of match play.","The paper investigates the effectiveness of kinesiology taping in reducing the impact of fatigue on the risk of ankle sprains in soccer players. Key findings indicate that kinesiology tape can prevent balance deterioration due to both soccer-specific and localized fatigue, highlighting its potential for injury prevention during matches."
Does the FIFA 11+ Injury Prevention Program Reduce the Incidence of ACL Injury in Male Soccer Players?,2017-04-07,Ovid Technologies (Wolters Kluwer Health),Clinical Orthopaedics &amp; Related Research,"Holly J. Silvers-Granelli, Mario Bizzini, Amelia Arundale, Bert R. Mandelbaum, Lynn Snyder-Mackler","Background The FIFA 11+ injury prevention program has been shown to decrease the risk of soccer injuries in men and women. The program has also been shown to decrease time loss resulting from injury. However, previous studies have not specifically investigated how the program might impact the rate of anterior cruciate ligament (ACL) injury in male soccer players. Questions/purposes The purpose of this study was to examine if the FIFA 11+ injury prevention program can (1) reduce the overall number of ACL injuries in men who play competitive college soccer and whether any potential reduction in rate of ACL injuries differed based on (2) game versus practice setting; (3) player position; (4) level of play (Division I or II); or (5) field type. Methods This study was a prospective cluster randomized controlled trial, which was conducted in 61 Division I and Division II National Collegiate Athletic Association men's soccer teams over the course of one competitive soccer season. The FIFA 11+ is a 15- to 20-minute on-the-field dynamic warm-up program used before training and games and was utilized as the intervention throughout the entire competitive season. Sixty-five teams were randomized: 34 to the control group (850 players) and 31 to the intervention group (675 players). Four intervention teams did not complete the study and did not submit their data, noting insufficient time to complete the program, reducing the number for per-protocol analysis to 61. Compliance to the FIFA 11+ program, athletic exposures, specific injuries, ACL injuries, and time loss resulting from injury were collected and recorded using a secure Internet-based system. At the end of the season, the data in the injury surveillance system were crosshatched with each individual institution's internal database. At that time, the certified athletic trainer signed off on the injury collection data to confirm their accuracy and completeness. Results A lower proportion of athletes in the intervention group experienced knee injuries (25% [34 of 136]) compared with the control group (75% [102 of 136]; relative risk [RR], 0.42; 95% confidence interval [CI], 0.29-0.61; p < 0.001). When the data were stratified for ACL injury, fewer ACL injuries were reported in the intervention group (16% [three of 19]) compared with the control group (84% [16 of 19]), accounting for a 4.25-fold reduction in the likelihood of incurring ACL injury (RR, 0.236; 95% CI, 0.193-0.93; number needed to treat = 70; p < 0.001). With the numbers available, there was no difference between the ACL injury rate within the FIFA 11+ group and the control group with respect to game and practice sessions (games—intervention: 1.055% [three of 15] versus control: 1.80% [12 of 15]; RR, 0.31; 95% CI, 0.09-1.11; p = 0.073 and practices—intervention: 0% [zero of four] versus control: 0.60% [four of four]; RR, 0.14; 95% CI, 0.01-2.59; p = 0.186). With the data that were available, there were no differences in incidence rate (IR) or injury by player position for forwards (IR control = 0.339 versus IR intervention = 0), midfielders (IR control = 0.54 versus IR intervention = 0.227), defenders (IR control = 0.339 versus IR intervention = 0.085), and goalkeepers (IR control = 0.0 versus IR intervention = 0.0) (p = 0.327). There were no differences in the number of ACL injuries for the Division I intervention group (0.70% [two of nine]) compared with the control group (1.05% [seven of nine]; RR, 0.30; CI, 0.06-1.45; p = 0.136). However, there were fewer ACL injuries incurred in the Division II intervention group (0.35% [one of 10]) compared with the control group (1.35% [nine of 10]; RR, 0.12; CI, 0.02-0.93; p = 0.042). There was no difference between the number of ACL injuries in the control group versus in the intervention group that occurred on grass versus turf (Wald chi square [1] = 0.473, b = 0.147, SE = 0.21, p = 0.492). However, there were more ACL injuries that occurred on artificial turf identified in the control group (1.35% [nine of 10]) versus the intervention group (0.35% [one of 10]; RR, 0.14; 95% CI, 0.02-1.10; p = 0.049). Conclusions This program, if implemented correctly, has the potential to decrease the rate of ACL injury in competitive soccer players. In addition, this may also enhance the development and dissemination of injury prevention protocols and may mitigate risk to athletes who utilize the program consistently. Further studies are necessary to analyze the cost-effectiveness of the program implementation and to analyze the efficacy of the FIFA 11+ in the female collegiate soccer cohort. Level of Evidence Level I, therapeutic study.","This study investigates the effectiveness of the FIFA 11+ injury prevention program in reducing ACL injuries among male collegiate soccer players. Results indicate a significant reduction in ACL injuries in the intervention group compared to the control group, suggesting that the program can potentially mitigate ACL injury risk when implemented correctly."
